L6	0.06017228817554537
N9	0.04966499521421735
N5	0.047943542050600724
L6 N3	0.04564350919298847
N1 L1 N1 L1 N1 L1	0.035221931741882026
L8	0.028064686638380548
N6	0.02600751439306276
N8	0.02489321276018229
L7	0.020828868983842626
L4	0.02073601051443592
L4 N4	0.020443149187845542
L5	0.0184431206160088
N7	0.017721681738310548
L6 N2	0.017314533064758067
L9	0.01632880469720996
N6 L1	0.013814483064043773
L10	0.010735867655252218
L6 N4	0.010564436634809068
L7 N1	0.010143002042886326
L8 N1	0.009892998471406735
L5 N3	0.009385848369262418
L7 N2	0.009092987042672038
L5 N4	0.008878698267118101
L8 N2	0.008792982756896528
N8 L1	0.008450120716010229
L6 N1	0.007592965613794482
N10	0.0075286789811283015
L7 N3	0.00734296204231489
L1 N7	0.006700095715653081
L11	0.0066643809197274246
N7 L1	0.006492949899284275
N11	0.006407234389062701
L1 N8	0.006278661123730339
L2 N6	0.005985799797139959
N4	0.005721510307290104
L4 N3	0.005678652552179317
L8 N3	0.005607222960328005
L3 N3	0.005321504592922756
N6 L3	0.005292932756182232
L9 N1	0.0051929313275903945
L7 N4	0.0051929313275903945
N6 L2	0.005085786939813426
L1 N6	0.005057215103072901
L3	0.0049643566336661955
L8 N4	0.004842926327518964
L12	0.004728638980556865
L3 N6	0.004664352347890684
L5 N2	0.004392919898855698
N10 L1	0.004385776939670567
L2 N7	0.004185774082486893
L4 N2	0.004142916327376105
L1 N9	0.003971485306932956
L3 N4	0.0038857697967113816
L2 N8	0.003857197959970857
L4 N5	0.003564336633380477
L3 N7	0.0034786211231589022
L5 N1	0.0031857597965685223
L9 N2	0.0031786168373833914
L4 N6	0.002978613980199717
L6 N5	0.0029643280618294548
N8 L2	0.0028214688781268305
L13	0.002742896327090387
N8 L3	0.0026857526536093372
L9 N3	0.002614323061758025
L3 N5	0.0025286075515364506
L10 N1	0.0024000342862040887
L5 N5	0.0023928913270189573
L2 N4	0.0023643194902784326
N4 L4	0.0023000328576122516
N9 L1	0.002128601837169102
N7 L3	0.0020000285718367403
L10 N2	0.001957170816725953
L6 N2 L1	0.001957170816725953
N13	0.0019285989799854284
L6 N6	0.0019071701024300346
L4 N8	0.0018571693881341163
N11 L1	0.0018428834697638537
L9 N4	0.001785739796282804
L4 N7	0.0017785968370976728
N12	0.0017643109187274104
L3 N8	0.0017357390819868856
N7 L2	0.0017357390819868856
N10 L3	0.001685738367690967
L4 N4 L1	0.0016714524493207045
L14	0.001657166530950442
L10 N3	0.0016285946942099173
L5 N6	0.0016000228574693924
N3	0.0015714510207288676
L4 N1	0.0015643080615437364
L4 N2 L1	0.0015643080615437364
N6 L4	0.0015500221431734738
L7 N5	0.0015071643880626867
L3 N2	0.001450020714581637
L1 N5	0.001421448877841112
L6 N1 L1	0.0013785911227303248
L11 N1	0.0013500192859897998
L2 N5	0.001321447449249275
N4 L3	0.0011928741839169132
L5 N2 L1	0.0011928741839169132
L7 N1 L1	0.0011785882655466506
L1 N6 L1	0.001157159387991257
L3 N4 L1	0.0011143016328804697
L2 N9	0.0011071586736953385
L10 N4	0.0011000157145102073
N4 L1	0.0010857297961399449
L7 N2 L1	0.0010857297961399449
N6 L1 N1	0.0010785868369548137
L15	0.0010357290818440263
L5 N7	0.001021443163473764
N4 L2	0.0010000142859183702
N8 L4	0.0009714424491778454
L6 N3 L1	0.0009714424491778454
L3 N3 L1	0.0009642994899927142
N4 L5	0.0009500135716224517
L8 N1 L1	0.0009142987756967957
L8 N5	0.0009000128573265333
N3 L3	0.000892869898141402
N6 L1 N3	0.0008785839797711396
L11 N3	0.0008714410205860084
N14	0.0008642980614008771
L1 N10	0.0008571551022157459
L11 N2	0.0008571551022157459
L12 N1	0.0008428691838454835
L6 N7	0.0008142973471049587
N2 L6	0.0008142973471049587
L6 N4 L1	0.0008071543879198275
L2 N3	0.0007857255103644338
L4 N3 L1	0.0007714395919941713
L1 N8 L1	0.0007642966328090401
N11 L2	0.0007500107144387777
N5 L1	0.0007428677552536464
L3 N9	0.0007428677552536464
L2 N4 L2	0.0007428677552536464
L5 N1 L1	0.0007357247960685152
L7 N6	0.0007214388776982529
L5 N4 L1	0.0007214388776982529
L5 N8	0.000692867040957728
S1 L3	0.0006857240817725968
N1 L7	0.0006857240817725968
N11 L3	0.0006500092858469406
N9 L2	0.0006500092858469406
L5 N1 L2	0.0006357233674766782
N8 L1 N1	0.0006214374491064158
N4 L6	0.0006142944899212846
L4 N2 L3	0.0006000085715510222
L2 N4 L1	0.0006000085715510222
L8 N2 L1	0.0006000085715510222
L3 N1 L4	0.0005928656123658909
L1 N4	0.0005928656123658909
L4 N9	0.0005928656123658909
L1 N7 L1	0.0005857226531807597
L12 N2	0.0005857226531807597
L6 N2 L3	0.0005785796939956285
L12 N3	0.0005642937756253661
N12 L1	0.0005642937756253661
L11 N4	0.0005500078572551036
L5 N3 L1	0.0005500078572551036
L4 N4 L3	0.0005428648980699724
N3 L4	0.0005428648980699724
N8 L1 N3	0.0005357219388848413
L16	0.00052857897969971
N2 L7	0.00052857897969971
L6 N8	0.0005214360205145788
L2 N3 L2	0.0005142930613294476
L1 N11	0.0005142930613294476
N7 L4	0.0005071501021443164
N6 L5	0.0005000071429591851
L4 N5 L1	0.0004928641837740539
N5 L3	0.0004928641837740539
S1 L4 S1	0.00047857826540379146
L8 N6	0.00047857826540379146
N1 L8	0.00047857826540379146
L3 N3 L3	0.00047857826540379146
N1 L6	0.00047143530621866027
L1 N1 L1 N1 L1 N1 L1 N1	0.00047143530621866027
L5 S1 L4	0.00045714938784839783
L4 N1 L3	0.00045000642866326664
L3 N4 L3	0.00045000642866326664
L4 N2 L2	0.0004428634694781354
N5 L2	0.0004428634694781354
L7 N4 L1	0.0004428634694781354
L3 N2 L3	0.0004357205102930042
L2 N10	0.00042857755110787296
N9 L3	0.00042857755110787296
L5 S1 L7	0.00042857755110787296
N2 L4	0.00042857755110787296
N10 L2	0.00042143459192274177
L4 N1 L4	0.0004142916327376105
L1 N1 L6	0.00040714867355247933
L5 N2 L3	0.00040714867355247933
N4 L7	0.0004000057143673481
L9 N5	0.0004000057143673481
L3 N3 L2	0.0003928627551822169
N1 L6 N1	0.0003928627551822169
N3 L6	0.0003928627551822169
L13 N1	0.0003928627551822169
L4 N4 L2	0.00038571979599708565
L5 N1 L3	0.00037857683681195446
L12 N4	0.00037857683681195446
N3 L5	0.0003714338776268232
L1 N1 L1 N1 L1 N1	0.000364290918441692
N2 L5	0.000364290918441692
L8 N4 L1	0.000364290918441692
L9 N1 L1	0.000364290918441692
N1 L1 N1 L1 N1 L1 N1 L1	0.000364290918441692
L4 S1 L4	0.0003571479592565608
L4 S1 L3	0.0003571479592565608
L3 N1	0.0003571479592565608
L7 N7	0.0003571479592565608
L6 S1 N2	0.0003500050000714296
L13 N2	0.0003500050000714296
L6 S1 L5	0.0003428620408862984
L2 N6 L1	0.0003428620408862984
